idx,category,type,price,meta
763,RANGE,RANGE_UPDATED,,"{'hi': 0.57566, 'lo': 0.574, 'structure_id': 1, 'struct_direction': -1}"
766,RANGE,RANGE_UPDATED,,"{'hi': 0.57574, 'lo': 0.574, 'structure_id': 1, 'struct_direction': -1}"
767,RANGE,RANGE_UPDATED,,"{'hi': 0.57586, 'lo': 0.574, 'structure_id': 1, 'struct_direction': -1}"
768,RANGE,RANGE_UPDATED,,"{'hi': 0.5762, 'lo': 0.574, 'structure_id': 1, 'struct_direction': -1}"
770,RANGE,RANGE_UPDATED,,"{'hi': 0.57642, 'lo': 0.574, 'structure_id': 1, 'struct_direction': -1}"
771,RANGE,RANGE_UPDATED,,"{'hi': 0.57704, 'lo': 0.574, 'structure_id': 1, 'struct_direction': -1}"
772,RANGE,RANGE_UPDATED,,"{'hi': 0.57708, 'lo': 0.574, 'structure_id': 1, 'struct_direction': -1}"
778,RANGE,RANGE_UPDATED,,"{'hi': 0.57714, 'lo': 0.574, 'structure_id': 1, 'struct_direction': -1}"
779,RANGE,RANGE_UPDATED,,"{'hi': 0.57724, 'lo': 0.574, 'structure_id': 1, 'struct_direction': -1}"
780,RANGE,RANGE_UPDATED,,"{'hi': 0.5774, 'lo': 0.574, 'structure_id': 1, 'struct_direction': -1}"
784,RANGE,RANGE_UPDATED,,"{'hi': 0.57742, 'lo': 0.574, 'structure_id': 1, 'struct_direction': -1}"
785,RANGE,RANGE_UPDATED,,"{'hi': 0.5778, 'lo': 0.574, 'structure_id': 1, 'struct_direction': -1}"
810,RANGE,RANGE_UPDATED,,"{'reason': 'pullback_expand', 'hi': 0.57911, 'lo': 0.574, 'pat': 'one_maru_continuous', 'structure_id': 1, 'struct_direction': -1}"
810,STRUCTURE,CTS_CONFIRMED,,"{'via': 'one_maru_continuous', 'cycle_id': 1, 'structure_id': 1, 'struct_direction': -1, 'confirmed_at': 810, 'cts_anchor_idx': 761}"
810,STATE,STATE_CHANGED,,"{'from': 'range', 'to': 'pullback', 'structure_id': 1, 'struct_direction': -1, 'reason': 'pullback_pattern', 'pat': 'one_maru_continuous', 'effective_idx': 810}"
811,STATE,STATE_CHANGED,,"{'from': 'pullback', 'to': 'pullback_range', 'structure_id': 1, 'struct_direction': -1, 'reason': 'replay_no_expand_pullback_side', 'effective_idx': 811}"
814,RANGE,RANGE_UPDATED,,"{'hi': 0.57919, 'lo': 0.574, 'structure_id': 1, 'struct_direction': -1}"
814,STATE,STATE_CHANGED,,"{'from': 'pullback_range', 'to': 'pullback', 'structure_id': 1, 'struct_direction': -1, 'reason': 'replay_expand_pullback_side', 'effective_idx': 814}"
815,STATE,STATE_CHANGED,,"{'from': 'pullback', 'to': 'pullback_range', 'structure_id': 1, 'struct_direction': -1, 'reason': 'replay_no_expand_pullback_side', 'effective_idx': 815}"
819,RANGE,RANGE_UPDATED,,"{'hi': 0.57968, 'lo': 0.574, 'structure_id': 1, 'struct_direction': -1}"
819,STATE,STATE_CHANGED,,"{'from': 'pullback_range', 'to': 'pullback', 'structure_id': 1, 'struct_direction': -1, 'reason': 'replay_expand_pullback_side', 'effective_idx': 819}"
820,RANGE,RANGE_UPDATED,,"{'hi': 0.58064, 'lo': 0.574, 'structure_id': 1, 'struct_direction': -1}"
821,STATE,STATE_CHANGED,,"{'from': 'pullback', 'to': 'pullback_range', 'structure_id': 1, 'struct_direction': -1, 'reason': 'replay_no_expand_pullback_side', 'effective_idx': 821}"
824,RANGE,RANGE_UPDATED,,"{'hi': 0.58078, 'lo': 0.574, 'structure_id': 1, 'struct_direction': -1}"
824,STATE,STATE_CHANGED,,"{'from': 'pullback_range', 'to': 'pullback', 'structure_id': 1, 'struct_direction': -1, 'reason': 'replay_expand_pullback_side', 'effective_idx': 824}"
825,RANGE,RANGE_UPDATED,,"{'hi': 0.581, 'lo': 0.574, 'structure_id': 1, 'struct_direction': -1}"
826,RANGE,RANGE_UPDATED,,"{'hi': 0.58105, 'lo': 0.574, 'structure_id': 1, 'struct_direction': -1}"
827,STATE,STATE_CHANGED,,"{'from': 'pullback', 'to': 'pullback_range', 'structure_id': 1, 'struct_direction': -1, 'reason': 'replay_no_expand_pullback_side', 'effective_idx': 827}"
880,RANGE,RANGE_UPDATED,,"{'hi': 0.58105, 'lo': 0.57376, 'structure_id': 1, 'struct_direction': -1}"
880,STRUCTURE,CTS_THRESHOLD_UPDATED,0.57376,"{'prev': 0.574, 'reason': 'range_sync', 'cycle_id': 1, 'structure_id': 1, 'struct_direction': -1}"
902,RANGE,RANGE_RESET,,"{'reason': 'range_breakout', 'pat': 'continuous', 'structure_id': 1, 'struct_direction': -1}"
902,STRUCTURE,CTS_ESTABLISHED,0.57228,"{'via': 'continuous', 'anchor_idx': 897, 'pattern_name': 'continuous', 'confirmed_at': 902, 'cycle_id': 2, 'structure_id': 1, 'struct_direction': -1}"
826,STRUCTURE,BOS_CONFIRMED,0.58105,"{'source': 'pullback_extreme', 'confirmed_at': 902, 'pb_start': 810, 'cycle_id': 2, 'structure_id': 1, 'struct_direction': -1}"
902,STATE,STATE_CHANGED,,"{'from': 'pullback_range', 'to': 'breakout', 'structure_id': 1, 'struct_direction': -1, 'reason': 'breakout_pattern', 'pat': 'continuous', 'effective_idx': 902}"
903,STRUCTURE,CTS_UPDATED,0.57159,"{'via': 'replay_raw', 'cycle_id': 2, 'structure_id': 1, 'struct_direction': -1}"
905,RANGE,RANGE_STARTED,,"{'start_idx': 903, 'confirm_idx': 905, 'hi': 0.57457, 'lo': 0.57159, 'cts_idx': 903, 'cts_price': 0.57159, 'structure_id': 1, 'struct_direction': -1}"
905,STATE,STATE_CHANGED,,"{'from': 'breakout', 'to': 'range', 'structure_id': 1, 'struct_direction': -1, 'reason': 'range_confirmed', 'effective_idx': 903}"
905,RANGE,RANGE_UPDATED,,"{'hi': 0.57457, 'lo': 0.57112, 'structure_id': 1, 'struct_direction': -1}"
905,STRUCTURE,CTS_UPDATED,0.57112,"{'via': 'replay_raw', 'cycle_id': 2, 'structure_id': 1, 'struct_direction': -1}"
914,RANGE,RANGE_UPDATED,,"{'hi': 0.5747, 'lo': 0.57112, 'structure_id': 1, 'struct_direction': -1}"
915,RANGE,RANGE_UPDATED,,"{'hi': 0.575, 'lo': 0.57112, 'structure_id': 1, 'struct_direction': -1}"
920,RANGE,RANGE_UPDATED,,"{'hi': 0.57508, 'lo': 0.57112, 'structure_id': 1, 'struct_direction': -1}"
921,RANGE,RANGE_UPDATED,,"{'hi': 0.57556, 'lo': 0.57112, 'structure_id': 1, 'struct_direction': -1}"
922,RANGE,RANGE_UPDATED,,"{'hi': 0.57592, 'lo': 0.57112, 'structure_id': 1, 'struct_direction': -1}"
923,RANGE,RANGE_UPDATED,,"{'hi': 0.57602, 'lo': 0.57112, 'structure_id': 1, 'struct_direction': -1}"
925,RANGE,RANGE_UPDATED,,"{'hi': 0.57622, 'lo': 0.57112, 'structure_id': 1, 'struct_direction': -1}"
926,RANGE,RANGE_UPDATED,,"{'hi': 0.57644, 'lo': 0.57112, 'structure_id': 1, 'struct_direction': -1}"
927,RANGE,RANGE_UPDATED,,"{'hi': 0.5769, 'lo': 0.57112, 'structure_id': 1, 'struct_direction': -1}"
935,RANGE,RANGE_UPDATED,,"{'hi': 0.5775, 'lo': 0.57112, 'structure_id': 1, 'struct_direction': -1}"
938,RANGE,RANGE_UPDATED,,"{'hi': 0.57758, 'lo': 0.57112, 'structure_id': 1, 'struct_direction': -1}"
939,RANGE,RANGE_UPDATED,,"{'hi': 0.57794, 'lo': 0.57112, 'structure_id': 1, 'struct_direction': -1}"
940,RANGE,RANGE_UPDATED,,"{'hi': 0.57806, 'lo': 0.57112, 'structure_id': 1, 'struct_direction': -1}"
951,RANGE,RANGE_UPDATED,,"{'hi': 0.57827, 'lo': 0.57112, 'structure_id': 1, 'struct_direction': -1}"
1044,RANGE,RANGE_UPDATED,,"{'hi': 0.57856, 'lo': 0.57112, 'structure_id': 1, 'struct_direction': -1}"
1046,RANGE,RANGE_UPDATED,,"{'hi': 0.57874, 'lo': 0.57112, 'structure_id': 1, 'struct_direction': -1}"
1047,RANGE,RANGE_UPDATED,,"{'hi': 0.57895, 'lo': 0.57112, 'structure_id': 1, 'struct_direction': -1}"
1048,RANGE,RANGE_UPDATED,,"{'hi': 0.57898, 'lo': 0.57112, 'structure_id': 1, 'struct_direction': -1}"
1049,RANGE,RANGE_UPDATED,,"{'hi': 0.5794, 'lo': 0.57112, 'structure_id': 1, 'struct_direction': -1}"
1050,RANGE,RANGE_UPDATED,,"{'hi': 0.57954, 'lo': 0.57112, 'structure_id': 1, 'struct_direction': -1}"
1051,RANGE,RANGE_UPDATED,,"{'hi': 0.5797, 'lo': 0.57112, 'structure_id': 1, 'struct_direction': -1}"
1055,RANGE,RANGE_UPDATED,,"{'hi': 0.58034, 'lo': 0.57112, 'structure_id': 1, 'struct_direction': -1}"
