time,o,h,l,c,volume,body_len,candle_len,upper_wick,lower_wick,direction,mid_price,body_pct,candle_type,pinbar_dir,is_special_maru,is_big_maru_as0,is_big_normal_as0,prior_maru_max_len_as0,is_big_maru_as1,is_big_normal_as1,prior_maru_max_len_as1,is_big_maru_as2,is_big_normal_as2,prior_maru_max_len_as2,pat,pat_dir,pat_status,pat_start_idx,pat_end_idx,pat_confirm_idx,is_range,is_range_confirm_idx,is_range_lag,market_state,range_active,range_hi,range_lo,range_start_idx,range_confirm_idx,breakout_th,pullback_th,range_break_frac,cts_idx,cts_price,cts_event,bos_idx,bos_price,bos_event,cts_cycle_id,cts_threshold,bos_threshold,cycle_stage,cts_phase_debug,reversal_watch_active,reversal_bos_th_frozen,reversal_watch_extreme,last_breakout_pat_apply_idx
2025-12-25 22:00:00+00:00,0.58391,0.58391,0.5837,0.5838,3,0.0001100000000000545,0.00021000000000004349,0.0,9.999999999998899e-05,-1,0.583805,0.5238095238096748,normal,0,True,False,False,0.0,False,False,0.0,False,False,0.0,,0,,-1,-1,-1,0,-1,-1,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,,-1
2025-12-25 22:15:00+00:00,0.58372,0.58391,0.58372,0.58375,5,2.999999999997449e-05,0.00019000000000002348,0.000160000000000049,0.0,1,0.583815,0.1578947368419515,pinbar,-1,False,False,False,0.0,False,False,0.0,False,False,0.0,,0,,-1,-1,-1,0,-1,-1,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,,-1
2025-12-25 22:30:00+00:00,0.58387,0.58396,0.58387,0.58396,3,9.00000000000345e-05,9.00000000000345e-05,0.0,0.0,1,0.583915,1.0,maru,0,True,False,False,0.0,False,False,0.0,False,False,0.0,,0,,-1,-1,-1,0,-1,-1,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,,-1
2025-12-25 22:45:00+00:00,0.58401,0.58413,0.58392,0.58392,140,9.00000000000345e-05,0.00021000000000004349,0.00012000000000000899,0.0,-1,0.584025,0.4285714285715041,normal,0,False,False,True,9.00000000000345e-05,False,False,0.0,False,False,0.0,,0,,-1,-1,-1,0,-1,-1,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,,-1
2025-12-25 23:00:00+00:00,0.5838,0.584,0.5832,0.58346,742,0.00034000000000000696,0.0007999999999999119,0.00019999999999997797,0.00025999999999992696,-1,0.5836,0.4250000000000555,normal,0,False,False,True,9.00000000000345e-05,False,True,9.00000000000345e-05,False,False,0.0,,0,,-1,-1,-1,1,6,2,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,,-1
2025-12-25 23:15:00+00:00,0.58344,0.58354,0.58313,0.58348,3960,4.0000000000040004e-05,0.00040999999999991044,5.999999999994898e-05,0.00030999999999992145,1,0.5833349999999999,0.09756097560987498,pinbar,1,False,False,False,9.00000000000345e-05,False,False,9.00000000000345e-05,False,False,9.00000000000345e-05,,0,,-1,-1,-1,0,-1,-1,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,,-1
2025-12-25 23:30:00+00:00,0.58348,0.5837,0.58348,0.58369,301,0.00021000000000004349,0.00021999999999999797,9.99999999995449e-06,0.0,1,0.58359,0.954545454545661,maru,0,True,True,True,9.00000000000345e-05,True,True,9.00000000000345e-05,True,True,9.00000000000345e-05,,0,,-1,-1,-1,1,8,2,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,,-1
2025-12-25 23:45:00+00:00,0.58368,0.58369,0.58348,0.58357,205,0.00010999999999994348,0.00021000000000004349,1.0000000000065512e-05,9.00000000000345e-05,-1,0.583585,0.5238095238091461,normal,0,True,False,True,0.00021999999999999797,False,True,9.00000000000345e-05,False,True,9.00000000000345e-05,,0,,-1,-1,-1,0,-1,-1,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,,-1
2025-12-26 00:00:00+00:00,0.58356,0.58388,0.58346,0.58358,324,2.0000000000020002e-05,0.00041999999999997595,0.00029999999999996696,9.999999999998899e-05,1,0.5836699999999999,0.04761904761909797,pinbar,-1,False,False,False,0.00021999999999999797,False,False,0.00021999999999999797,False,False,9.00000000000345e-05,,0,,-1,-1,-1,1,10,2,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,,-1
2025-12-26 00:15:00+00:00,0.58359,0.58396,0.58354,0.58388,314,0.00028999999999990145,0.00042000000000008697,8.000000000008001e-05,5.0000000000105516e-05,1,0.58375,0.6904761904758129,maru,0,False,True,True,0.00021999999999999797,True,True,0.00021999999999999797,True,True,0.00021999999999999797,,0,,-1,-1,-1,1,12,3,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,,-1
2025-12-26 00:30:00+00:00,0.58389,0.58392,0.58364,0.5837,353,0.00019000000000002348,0.00027999999999994696,2.999999999997449e-05,5.999999999994898e-05,-1,0.58378,0.678571428571641,maru,0,False,True,True,0.00042000000000008697,True,True,0.00021999999999999797,True,True,0.00021999999999999797,,0,,-1,-1,-1,1,12,2,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,,-1
2025-12-26 00:45:00+00:00,0.5837,0.58376,0.58334,0.58344,722,0.000260000000000038,0.00041999999999997595,5.999999999994898e-05,9.999999999998899e-05,-1,0.58355,0.619047619047745,normal,0,False,False,True,0.00042000000000008697,False,True,0.00042000000000008697,False,True,0.00021999999999999797,one_maru_continuous,-1,SUCCESS,10,11,-1,1,15,4,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,,-1
2025-12-26 01:00:00+00:00,0.58348,0.58408,0.58344,0.5838,631,0.00031999999999998696,0.0006400000000000849,0.000280000000000058,4.0000000000040004e-05,1,0.5837600000000001,0.4999999999999133,normal,0,False,False,True,0.00042000000000008697,False,True,0.00042000000000008697,False,True,0.00042000000000008697,,0,,-1,-1,-1,1,14,2,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,,-1
2025-12-26 01:15:00+00:00,0.58379,0.58394,0.58374,0.58382,416,2.999999999997449e-05,0.00019999999999997797,0.00012000000000000899,4.999999999999449e-05,1,0.58384,0.14999999999988897,pinbar,-1,False,False,False,0.00042000000000008697,False,False,0.00042000000000008697,False,False,0.00042000000000008697,,0,,-1,-1,-1,0,-1,-1,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,,-1
2025-12-26 01:30:00+00:00,0.5838,0.5842,0.58376,0.58389,494,9.00000000000345e-05,0.00044000000000010697,0.00031000000000003247,4.0000000000040004e-05,1,0.5839799999999999,0.20454545454548323,pinbar,-1,False,False,False,0.00042000000000008697,False,False,0.00042000000000008697,False,False,0.00042000000000008697,,0,,-1,-1,-1,1,18,4,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,,-1
2025-12-26 01:45:00+00:00,0.58388,0.58388,0.58344,0.58349,573,0.00039000000000000146,0.00043999999999999595,0.0,4.999999999999449e-05,-1,0.58366,0.8863636363636478,maru,0,True,True,True,0.00042000000000008697,True,True,0.00042000000000008697,True,True,0.00042000000000008697,,0,,-1,-1,-1,1,17,2,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,,-1
2025-12-26 02:00:00+00:00,0.5835,0.58376,0.58344,0.58371,502,0.00020999999999993246,0.00031999999999998696,4.999999999999449e-05,6.0000000000060005e-05,1,0.5835999999999999,0.6562499999998157,normal,0,False,False,True,0.00043999999999999595,False,True,0.00042000000000008697,False,True,0.00042000000000008697,,0,,-1,-1,-1,0,-1,-1,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,,-1
2025-12-26 02:15:00+00:00,0.58372,0.58378,0.5835,0.5835,389,0.00021999999999999797,0.00027999999999994696,5.999999999994898e-05,0.0,-1,0.5836399999999999,0.7857142857144274,maru,0,True,False,True,0.00043999999999999595,False,True,0.00043999999999999595,True,True,0.00042000000000008697,,0,,-1,-1,-1,0,-1,-1,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,,-1
2025-12-26 02:30:00+00:00,0.58348,0.58405,0.58345,0.58402,296,0.0005399999999999849,0.0005999999999999339,2.999999999997449e-05,2.999999999997449e-05,1,0.58375,0.900000000000074,maru,0,True,True,True,0.00043999999999999595,True,True,0.00043999999999999595,True,True,0.00043999999999999595,,0,,-1,-1,-1,1,20,2,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,,-1
2025-12-26 02:45:00+00:00,0.58404,0.58406,0.58382,0.58388,284,0.000160000000000049,0.00024000000000001798,2.0000000000020002e-05,5.999999999994898e-05,-1,0.58394,0.6666666666668208,maru,0,True,False,False,0.0005999999999999339,False,True,0.00043999999999999595,False,True,0.00043999999999999595,,0,,-1,-1,-1,0,-1,-1,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,,-1
2025-12-26 03:00:00+00:00,0.5839,0.58394,0.58374,0.58383,472,7.00000000000145e-05,0.00019999999999997797,4.0000000000040004e-05,8.999999999992347e-05,-1,0.58384,0.350000000000111,pinbar,0,False,False,False,0.0005999999999999339,False,False,0.0005999999999999339,False,False,0.00043999999999999595,,0,,-1,-1,-1,0,-1,-1,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,,-1
2025-12-26 03:15:00+00:00,0.58384,0.58384,0.5833,0.58342,470,0.00041999999999997595,0.0005399999999999849,0.0,0.00012000000000000899,-1,0.58357,0.7777777777777549,maru,0,True,True,True,0.0005999999999999339,True,True,0.0005999999999999339,True,True,0.0005999999999999339,,0,,-1,-1,-1,1,24,3,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,,-1
2025-12-26 03:30:00+00:00,0.58344,0.58355,0.58323,0.58334,455,9.999999999998899e-05,0.00031999999999998696,0.0001100000000000545,0.00010999999999994348,-1,0.5833900000000001,0.3124999999999783,pinbar,0,False,False,False,0.0005999999999999339,False,False,0.0005999999999999339,False,False,0.0005999999999999339,one_maru_continuous,-1,SUCCESS,21,22,-1,1,24,2,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,,-1
2025-12-26 03:45:00+00:00,0.58334,0.58346,0.5832,0.5832,587,0.00013999999999991797,0.00025999999999992696,0.00012000000000000899,0.0,-1,0.58333,0.5384615384613742,normal,0,True,False,False,0.0005999999999999339,False,False,0.0005999999999999339,False,False,0.0005999999999999339,,0,,-1,-1,-1,1,25,2,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,,-1
2025-12-26 04:00:00+00:00,0.58321,0.5834,0.58314,0.58339,235,0.00017999999999995797,0.000260000000000038,1.0000000000065512e-05,7.00000000000145e-05,1,0.58327,0.6923076923074295,maru,0,True,False,False,0.0005999999999999339,False,False,0.0005999999999999339,False,False,0.0005999999999999339,,0,,-1,-1,-1,1,26,2,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,,-1
2025-12-26 04:15:00+00:00,0.58342,0.58346,0.5832,0.58332,218,0.00010000000000010001,0.00025999999999992696,3.999999999992898e-05,0.00011999999999989797,-1,0.58333,0.3846153846158773,pinbar,0,False,False,False,0.0005999999999999339,False,False,0.0005999999999999339,False,False,0.0005999999999999339,,0,,-1,-1,-1,1,27,2,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,,-1
2025-12-26 04:30:00+00:00,0.58332,0.58345,0.58318,0.58318,554,0.00013999999999991797,0.00026999999999999247,0.0001300000000000745,0.0,-1,0.583315,0.5185185185182292,normal,0,True,False,False,0.0005999999999999339,False,False,0.0005999999999999339,False,False,0.0005999999999999339,,0,,-1,-1,-1,1,30,4,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,,-1
2025-12-26 04:45:00+00:00,0.5832,0.5833,0.58312,0.58326,349,5.999999999994898e-05,0.000180000000000069,4.0000000000040004e-05,8.000000000008001e-05,1,0.58321,0.33333333333292214,pinbar,0,False,False,False,0.0005999999999999339,False,False,0.0005999999999999339,False,False,0.0005999999999999339,,0,,-1,-1,-1,1,29,2,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,,-1
2025-12-26 05:00:00+00:00,0.58328,0.58329,0.58298,0.583,355,0.000280000000000058,0.00030999999999992145,9.99999999995449e-06,1.999999999990898e-05,-1,0.583135,0.9032258064520288,maru,0,True,False,True,0.0005999999999999339,False,True,0.0005999999999999339,False,True,0.0005999999999999339,,0,,-1,-1,-1,0,-1,-1,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,,-1
2025-12-26 05:15:00+00:00,0.58302,0.58314,0.58294,0.58312,396,9.999999999998899e-05,0.00019999999999997797,2.0000000000020002e-05,7.999999999996898e-05,1,0.58304,0.5,normal,0,False,False,False,0.0005999999999999339,False,False,0.0005999999999999339,False,False,0.0005999999999999339,,0,,-1,-1,-1,1,34,5,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,,-1
2025-12-26 05:30:00+00:00,0.58312,0.58347,0.58312,0.5833,360,0.000180000000000069,0.0003500000000000725,0.00017000000000000348,0.0,1,0.583295,0.5142857142858049,normal,0,True,False,True,0.0005999999999999339,False,True,0.0005999999999999339,False,True,0.0005999999999999339,,0,,-1,-1,-1,0,-1,-1,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,,-1
2025-12-26 05:45:00+00:00,0.58328,0.58363,0.58328,0.58349,284,0.00020999999999993246,0.00034999999999996145,0.000140000000000029,0.0,1,0.5834550000000001,0.5999999999998731,normal,0,True,False,True,0.0005999999999999339,False,True,0.0005999999999999339,False,True,0.0005999999999999339,,0,,-1,-1,-1,1,33,2,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,,-1
2025-12-26 06:00:00+00:00,0.58352,0.58367,0.58333,0.5835,593,2.0000000000020002e-05,0.00034000000000000696,0.00014999999999998348,0.00017000000000000348,-1,0.5835,0.05882352941182233,pinbar,1,False,False,False,0.0005999999999999339,False,False,0.0005999999999999339,False,False,0.0005999999999999339,,0,,-1,-1,-1,0,-1,-1,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,,-1
2025-12-26 06:15:00+00:00,0.5835,0.58368,0.58343,0.58354,499,3.999999999992898e-05,0.00024999999999997247,0.000140000000000029,7.00000000000145e-05,1,0.583555,0.15999999999973355,pinbar,-1,False,False,False,0.0005999999999999339,False,False,0.0005999999999999339,False,False,0.0005999999999999339,,0,,-1,-1,-1,0,-1,-1,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,,-1
2025-12-26 06:30:00+00:00,0.58354,0.58359,0.58288,0.58296,577,0.0005799999999999139,0.0007100000000000994,5.0000000000105516e-05,8.000000000008001e-05,-1,0.583235,0.8169014084504685,maru,0,True,True,True,0.0005999999999999339,True,True,0.0005999999999999339,True,True,0.0005999999999999339,,0,,-1,-1,-1,0,-1,-1,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,,-1
