time,o,h,l,c,volume,body_len,candle_len,upper_wick,lower_wick,direction,mid_price,body_pct,candle_type,pinbar_dir,is_special_maru,is_big_maru_as0,is_big_normal_as0,prior_maru_max_len_as0,is_big_maru_as1,is_big_normal_as1,prior_maru_max_len_as1,is_big_maru_as2,is_big_normal_as2,prior_maru_max_len_as2,pat,pat_dir,pat_status,pat_start_idx,pat_end_idx,pat_confirm_idx,is_range,is_range_confirm_idx,is_range_lag,base_pattern,base_low,base_high,base_min_close_open,base_max_close_open,market_state,range_active,range_hi,range_lo,range_start_idx,range_confirm_idx,breakout_th,pullback_th,range_break_frac,cts_idx,cts_price,cts_event,bos_idx,bos_price,bos_event,cts_cycle_id,cts_threshold,bos_threshold,cycle_stage,cts_phase_debug,reversal_watch_active,reversal_bos_th_frozen,pending_reversal_anchor_idx,pending_reversal_apply_idx,structure_id,struct_direction,last_breakout_pat_apply_idx
2025-12-19 00:00:00+00:00,0.57749,0.57826,0.57706,0.57807,2661,0.0005800000000000249,0.0011999999999999789,0.00019000000000002348,0.00042999999999993044,1,0.5776600000000001,0.48333333333336265,normal,0,False,False,False,0.0,False,False,0.0,False,False,0.0,,0,,-1,-1,-1,0,-1,-1,base,0.57706,0.57826,,,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,-1,-1,0,1,-1
2025-12-19 01:00:00+00:00,0.57809,0.57834,0.57709,0.57724,3099,0.0008500000000000174,0.0012499999999999734,0.00024999999999997247,0.00014999999999998348,-1,0.577715,0.6800000000000285,maru,0,True,False,False,0.0,False,False,0.0,False,False,0.0,,0,,-1,-1,-1,0,-1,-1,base,0.57709,0.57834,,,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,-1,-1,0,1,-1
2025-12-19 02:00:00+00:00,0.57722,0.57756,0.57664,0.57678,2384,0.00043999999999999595,0.0009199999999999209,0.00034000000000000696,0.00013999999999991797,-1,0.5771,0.4782608695652541,normal,0,False,True,True,0.0012499999999999734,False,False,0.0,False,False,0.0,,0,,-1,-1,-1,0,-1,-1,base,0.57664,0.57756,,,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,-1,-1,0,1,-1
2025-12-19 03:00:00+00:00,0.5768,0.57698,0.57644,0.57648,3231,0.00031999999999998696,0.000540000000000096,0.000180000000000069,4.0000000000040004e-05,-1,0.5767100000000001,0.5925925925924631,normal,0,True,False,False,0.0012499999999999734,False,False,0.0012499999999999734,False,False,0.0,one_maru_continuous,-1,CONFIRMED,1,2,3,0,-1,-1,base,0.57644,0.57698,,,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,-1,-1,0,1,-1
2025-12-19 04:00:00+00:00,0.57648,0.5766,0.57594,0.57621,1596,0.00026999999999999247,0.0006599999999999939,0.00012000000000000899,0.00026999999999999247,-1,0.5762700000000001,0.40909090909090146,normal,0,False,False,True,0.0012499999999999734,False,True,0.0012499999999999734,False,True,0.0012499999999999734,,0,,-1,-1,-1,1,6,2,base,0.57594,0.5766,,,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,-1,-1,0,1,-1
2025-12-19 05:00:00+00:00,0.57621,0.57626,0.57584,0.57586,1585,0.00034999999999996145,0.00041999999999997595,4.999999999999449e-05,2.0000000000020002e-05,-1,0.57605,0.8333333333332893,maru,0,True,False,False,0.0012499999999999734,False,False,0.0012499999999999734,False,False,0.0012499999999999734,,0,,-1,-1,-1,0,-1,-1,base,0.57584,0.57626,,,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,-1,-1,0,1,-1
2025-12-19 06:00:00+00:00,0.57586,0.57637,0.57561,0.576,2614,0.00013999999999991797,0.0007600000000000939,0.0003700000000000925,0.0002500000000000835,1,0.57599,0.18421052631565876,pinbar,0,False,False,True,0.0012499999999999734,False,True,0.0012499999999999734,False,True,0.0012499999999999734,,0,,-1,-1,-1,0,-1,-1,base,0.57561,0.57637,,,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,-1,-1,0,1,-1
2025-12-19 07:00:00+00:00,0.576,0.57622,0.57449,0.57472,3452,0.0012799999999999478,0.0017300000000000093,0.00021999999999999797,0.0002300000000000635,-1,0.575355,0.7398843930635497,maru,0,True,True,True,0.0012499999999999734,True,True,0.0012499999999999734,True,True,0.0012499999999999734,,0,,-1,-1,-1,1,9,2,base,0.57449,0.57622,,,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,-1,-1,0,1,-1
2025-12-19 08:00:00+00:00,0.57471,0.5753,0.57454,0.57494,2947,0.00022999999999995246,0.0007599999999999829,0.00036000000000002697,0.00017000000000000348,1,0.5749200000000001,0.3026315789473127,pinbar,0,False,False,False,0.0017300000000000093,False,True,0.0012499999999999734,False,True,0.0012499999999999734,,0,,-1,-1,-1,1,10,2,base,0.57454,0.5753,,,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,-1,-1,0,1,-1
2025-12-19 09:00:00+00:00,0.57494,0.57522,0.57454,0.57488,2591,6.0000000000060005e-05,0.0006799999999999029,0.00027999999999994696,0.00033999999999989594,-1,0.5748800000000001,0.0882352941177479,pinbar,0,False,False,False,0.0017300000000000093,False,False,0.0017300000000000093,False,True,0.0012499999999999734,,0,,-1,-1,-1,1,11,2,base,0.57454,0.57522,,,none,0,,,-1,-1,,,,-1,,,-1,,,0,,,NONE,NONE,0,,-1,-1,0,1,-1
